frame_31.png,1005 693 1142 746,0.640342712,clickable
frame_31.png,585 371 703 412,0.357418358,clickable
frame_31.png,585 435 740 476,0.346418142,clickable
frame_31.png,1262 368 1336 390,0.400550544,clickable
frame_31.png,585 691 740 734,0.418853611,clickable
frame_31.png,629 634 742 660,0.389860988,clickable
frame_31.png,595 507 617 523,0.318933338,clickable
frame_31.png,572 222 683 244,0.311639518,clickable
frame_31.png,1327 301 1354 326,0.489706188,clickable
frame_31.png,1267 219 1354 240,0.313545316,clickable
frame_31.png,585 627 626 670,0.472118437,clickable
frame_31.png,585 563 626 605,0.463095546,clickable
